Site_Code,POC_Code,Nwk_Code,Gen_Code,Fuel_Code,Tech_Code,Trading_date,TP1,TP2,TP3,TP4,TP5,TP6,TP7,TP8,TP9,TP10,TP11,TP12,TP13,TP14,TP15,TP16,TP17,TP18,TP19,TP20,TP21,TP22,TP23,TP24,TP25,TP26,TP27,TP28,TP29,TP30,TP31,TP32,TP33,TP34,TP35,TP36,TP37,TP38,TP39,TP40,TP41,TP42,TP43,TP44,TP45,TP46,TP47,TP48,TP49,TP50
ARA,ARA2201,MRPL,aratiatia,Hydro,Hydro,1999-03-01,10980,11170,11220,10780,11140,11520,11600,11510,11510,11070,11260,11410,12310,12510,12010,11450,11430,11500,11360,11420,11170,10910,11400,11390,10670,3950,7730,14560,14300,14240,14460,14560,14390,14450,21300,19060,16790,20410,19380,18670,10170,9850,9650,9590,6380,6030,6000,5200,,
ARG,ARG1101,TRUS,argyle_wairau,Hydro,Hydro,1999-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2248,2657,2739,2226,0,0,69,2115,2766,2794,2857,2840,2757,2745,873,10,0,0,0,0,3204,3674,3728,3828,3792,3801,3809,3804,3807,3803,926,9,0,0,,
ARI,ARI1101,MRPL,arapuni,Hydro,Hydro,1999-03-01,19280,19330,19330,19170,22260,22730,22860,22620,22670,22370,22170,24280,27890,36090,37010,36880,36880,37060,36850,36990,37080,36730,36930,36000,34990,35910,35580,35730,35090,35500,35190,35250,35270,35560,35700,35540,32600,37610,36320,35740,36220,35730,35700,35590,32930,32880,32350,27860,,
ATI,ATI2201,MRPL,atiamuri,Hydro,Hydro,1999-03-01,7280,8020,8110,7680,4480,2680,2720,2700,8420,5570,5000,3340,12780,18610,18170,16620,13750,14240,14150,14250,14250,9910,9810,12790,18890,19120,19090,18990,18950,19050,18940,21030,23610,23680,19060,27130,26170,19590,19240,19160,19220,19210,17070,9800,9000,2350,2110,6870,,
AVI,AVI2201,MERI,aviemore,Hydro,Hydro,1999-03-01,17140,20780,11120,7070,7980,10810,6980,4410,5000,8580,31350,49990,61270,85500,91290,97140,90170,86880,87480,88070,86780,86900,87710,88670,86370,86860,86430,86000,86570,88990,84090,84410,83710,82270,82800,82480,85020,83540,83580,84160,83180,83430,58890,59180,58520,59280,58050,58870,,
BEN,BEN2202,MERI,benmore,Hydro,Hydro,1999-03-01,149690,95030,102940,91950,61330,87660,100160,100640,123260,131340,131520,131060,128420,205880,246760,222980,238880,240960,229490,226890,225070,224080,214840,219790,223010,234190,236440,233190,229190,230050,230790,235100,240320,250500,241120,219420,222220,229560,226580,241560,247230,249270,230680,235220,217440,235800,234510,226210,,
BWK,BWK1101,TRUS,waipori,Hydro,Hydro,1999-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6768,13236,13446,13458,13446,13476,4638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
COB,COB0661,CTCT,cobb,Hydro,Hydro,1999-03-01,2440,2490,2430,2480,2450,2480,2480,2490,2510,2470,2480,2460,2450,2530,2440,2450,2570,2350,2430,2480,2430,2420,2470,2520,2390,2410,2400,2370,2400,2560,2480,2480,2440,2360,2380,2370,2510,2420,2420,2460,2400,2440,2430,2480,2420,2490,2400,2480,,
COL,COL0661,TRUS,coleridge,Hydro,Hydro,1999-03-01,8490,8490,8490,8490,8490,8490,8490,8490,8490,8490,8490,8490,8490,8500,8490,8490,8490,8480,8480,8480,8480,8480,8490,8480,8470,8480,8480,8480,8480,8480,8480,8470,8480,8470,8480,8480,8480,8480,8480,8480,8490,8480,8480,8490,8490,8480,8490,8480,,
CYD,CYD2201,CTCT,clyde,Hydro,Hydro,1999-03-01,73440,73320,57520,44280,44260,44380,44300,44340,44340,48510,52400,75580,110630,112410,110610,111250,112420,110320,111230,111650,111050,111100,111650,112060,110850,111180,110910,110620,111070,112390,111760,111930,111520,110740,111060,110880,112270,111290,111300,125610,132080,133540,133500,133790,132550,109310,107320,108710,,
EDG,EDG0331,BOPE,edgecumbe,Gas,Cogen,1999-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
GLN,GLN0111,ALNT,glenbrook_kilns,Gas,Cogen,1999-03-01,24160,24017,23184,22553,23003,23213,23567,23864,24055,23998,23979,23625,23672,23672,23634,23682,22591,22878,26581,28782,29720,29595,27940,28304,27509,23519,19769,19328,18324,18448,18314,16898,18008,20878,21567,21577,21453,21558,21539,21108,15310,13099,12659,12496,12410,12171,10793,11444,,
HLY,HLY2201,GENE,huntly_1_4,Coal,Thrml,1999-03-01,120740,124920,122690,98210,108280,104030,102880,93420,87800,79480,80990,96760,86670,83750,146500,233780,242020,242470,242960,243210,243420,242890,242900,242590,217340,198920,179870,157240,158850,159220,158930,158500,158140,158020,157900,158400,159120,159550,159410,163850,196590,236510,242750,244230,214870,185510,173870,111020,,
HWA,HWA1101,TRUS,patea,Hydro,Hydro,1999-03-01,244,244,248,244,244,240,240,240,240,244,240,236,236,232,232,232,232,2916,4458,4454,4450,4458,4462,4462,4458,4460,4462,4460,4633,4717,2389,232,232,232,232,236,236,236,236,234,238,2638,4464,4456,977,236,240,240,,
HWA,HWA1102,KIWI,whareroa,Gas,Cogen,1999-03-01,16427,16501,15424,13732,12966,12536,12216,12152,11986,11904,12026,11785,11697,12496,13230,13980,15176,15759,15670,15583,15479,15440,15526,15487,15200,15272,15207,14889,14912,15368,15176,14713,14745,14769,14411,13970,14020,13748,13747,14274,14681,14881,14848,14442,14657,15447,15407,15016,,
KAW,KAW0111,BOPE,kawerau_geo,Geo,Geo,1999-03-01,1792,1792,1851,1848,1835,1863,1864,1894,1912,1868,1944,1946,1919,1950,1930,1953,1886,1882,1843,1789,1527,1469,1453,1465,1435,1411,1359,1359,1341,1349,1377,1329,1321,1318,1349,1389,1426,1452,1478,1492,1529,1528,1523,1560,1578,1553,1541,1592,,
KIN,KIN0112,CHHE,kinleith,Wood,Cogen,1999-03-01,17515,18121,17927,17782,17887,17869,18251,17937,17966,17942,16999,16590,17403,17582,17094,16872,16660,16999,17149,16657,15825,16391,16959,17523,16832,17054,17273,16169,16575,16293,16383,15882,16199,15890,15236,15416,13506,13314,13713,14139,12616,12671,12900,14892,14922,14773,14688,14578,,
KPA,KPA1101,KAPE,kapuni,Gas,Cogen,1999-03-01,8072,8198,8362,8510,8528,8466,8370,8306,8348,8272,7936,7794,7750,7730,7748,7540,7486,7416,7752,7766,7720,7664,7656,7626,7624,7798,7646,7692,7886,8154,7902,8234,8032,7908,8044,7944,7966,8132,8314,8388,8564,8520,8320,8360,8264,8176,8372,8316,,
KPO,KPO1101,MRPL,karapiro,Hydro,Hydro,1999-03-01,20620,21010,21030,20460,20210,21270,21330,20510,20510,20490,20920,20530,20540,20990,21100,21720,21660,21810,21610,21690,21710,21500,21970,21930,21210,21860,21590,21650,21140,21380,21130,21130,21180,21360,21330,21170,19270,22520,21620,21290,21670,21300,21320,21280,21150,22200,21550,19990,,
MAN,MAN2201,MERI,manapouri,Hydro,Hydro,1999-03-01,49510,49570,49680,49770,49870,33070,25380,25380,0,0,0,0,8490,50340,87820,132080,88450,89630,96350,92830,92620,88020,84940,78870,108010,90040,82940,75010,70310,64120,86990,97510,111520,119990,117160,149060,114480,85840,80390,50290,49500,51110,92950,55880,64420,50640,50610,50490,,
MAT,MAT1101,TRUS,matahina,Hydro,Hydro,1999-03-01,9610,9850,9760,9580,9820,9690,9580,9660,9780,9850,9800,10250,9910,9610,9540,10170,9890,9690,9640,9700,9700,9580,9890,9370,9280,9380,9000,9970,10160,10070,9770,9540,9430,9830,10000,9680,9690,10720,9380,9470,9880,9850,9930,9660,9410,9910,9730,8560,,
MHO,MHO0331,KING,mangahao,Hydro,Hydro,1999-03-01,870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,10690,11160,11260,11570,11490,11480,11940,11940,11920,11880,11490,12150,11950,11870,11500,10940,10930,10940,10150,10090,10090,9660,,
MTI,MTI2201,MRPL,maraetai,Hydro,Hydro,1999-03-01,7430,7580,7610,7290,7560,7800,7830,7780,7770,7480,8570,3900,34190,38090,52060,24600,45110,44990,47520,25600,25550,34150,40650,64400,36420,74330,73760,55340,61350,59280,33620,49310,28800,20490,50810,51660,21750,45200,31000,62610,75760,63080,46450,58170,9550,11140,11080,10100,,
NPL,NPL1101,CTCT,new_plymouth,Gas&Oil,Thrml,1999-03-01,56160,56130,56110,56080,56060,56040,56030,56020,56000,56010,56020,56110,56220,48470,45760,33020,25960,25810,25800,25860,25860,25840,25820,26020,26450,47530,56500,56590,56920,56880,56790,56770,56740,45440,51150,56260,56380,56430,56480,37240,43170,56560,53560,29550,28200,28370,28220,28270,,
NPL,NPL2201,CTCT,new_plymouth,Gas&Oil,Thrml,1999-03-01,112560,112630,112650,112610,112560,112560,112540,112590,112560,113450,115470,115630,116580,119640,125400,136430,144760,148230,147800,146400,146010,161830,169090,167210,163550,142130,135170,136580,137310,136650,136920,136440,130530,161950,168400,168850,168940,169010,169160,169330,169380,169440,169450,169490,169580,148370,140630,140540,,
OHA,OHA2201,MERI,ohau_a,Hydro,Hydro,1999-03-01,117130,110510,117460,113930,118020,118080,116630,112950,113450,112310,112510,112160,111780,113930,112340,111880,115470,110920,112190,113530,112110,112240,113110,114640,111890,112230,111440,111060,111440,114980,113950,114300,116010,114010,114070,113930,117130,115600,115210,115830,114550,115470,114710,116000,114310,116060,113970,115900,,
OHB,OHB2201,MERI,ohau_b,Hydro,Hydro,1999-03-01,97980,99790,99170,99440,98190,98210,96220,95560,95900,94980,95040,94890,94570,96570,94430,94470,98140,95780,98480,99500,98190,98370,99280,99050,96310,96920,96360,95910,96510,99440,98270,98640,97930,96150,96660,96260,99190,97680,97670,98320,97160,98000,97430,98200,94980,96020,95660,98310,,
OHC,OHC2201,MERI,ohau_c,Hydro,Hydro,1999-03-01,98130,100760,99890,99010,97960,98030,97900,98130,98550,97660,97780,97550,97220,99120,97050,97140,99510,93190,94820,95930,94610,94800,95660,99110,96630,97230,96670,96220,96840,99780,98540,98920,98230,96500,97680,98100,100950,99380,99310,99950,98810,99640,99040,99960,98680,100100,94220,93610,,
OHK,OHK2201,MRPL,ohakuri,Hydro,Hydro,1999-03-01,10610,11710,11790,10970,10680,11280,11420,11360,11180,7510,7640,7420,18760,21290,26030,24360,20950,21030,20790,20860,19160,16380,17100,23810,27270,27540,27400,27320,27170,27340,27090,32360,40230,39450,27030,38900,37720,28690,27670,27480,35350,40330,11500,0,1150,0,0,0,,
OKI,OKI2201,CTCT,ohaaki,Geo,Geo,1999-03-01,24940,24630,24800,24620,24840,24980,24990,24910,24820,24890,24750,24930,25030,25010,24930,24700,24700,24870,24990,24830,24740,24690,24680,24670,24800,24800,24590,24500,24270,24380,24540,24560,24400,24230,24280,24200,24280,24520,24560,24560,24520,24400,24510,24680,24700,24600,24490,24550,,
OTA,OTA2202,CTCT,otahuhu_b,Gas,Thrml,1999-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,960,14780,40700,46900,47520,47530,47560,47530,47520,26390,0,0,0,0,29100,47560,47520,47480,47520,47420,47480,47430,15670,0,0,0,0,0,0,0,0,0,0,0,0,,
OTA,OTA2221,CTCT,otahuhu_a,Gas,Thrml,1999-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
PPI,PPI2201,MRPL,poihipi,Geo,Geo,1999-03-01,1070,890,930,940,860,840,850,850,850,820,630,610,580,580,16960,18590,18510,18460,18280,18140,18110,18130,18140,18150,18130,18140,18140,18160,18150,18140,18090,18080,18050,18030,18020,18020,18050,18040,18060,18060,18050,18080,18070,18070,18080,18090,18110,9070,,
ROT,ROT1101,TRUS,wheao_flaxy,Hydro,Hydro,1999-03-01,4442,4442,4444,4442,4446,4452,4452,4456,4456,4454,4456,4474,4484,4486,5796,8370,8340,8364,8340,8319,8333,8300,7492,5448,5378,5470,5482,5454,5500,5500,5460,5428,5482,6270,8336,8349,8381,8376,8374,6156,4008,3966,3960,3966,3962,4278,4430,4418,,
ROX,ROX1101,CTCT,roxburgh,Hydro,Hydro,1999-03-01,0,0,0,0,0,0,0,0,0,0,5800,15200,15960,14900,14960,14960,14900,14920,15010,14950,15020,14880,15050,14880,14900,14920,15000,14830,14920,14930,14990,14890,14840,14890,14980,15040,14980,14920,14970,15010,14920,14840,14970,14930,15120,14850,14910,14990,,
ROX,ROX2201,CTCT,roxburgh,Hydro,Hydro,1999-03-01,55400,54290,40710,41790,39840,39880,39810,39520,39470,39560,39550,39540,68560,73690,74370,75350,74650,75340,74850,74980,75130,74980,75060,74840,74920,74800,75210,74610,75380,74880,75170,74910,74950,75310,75220,75220,74880,74670,74920,61590,54240,53340,53610,53410,53710,57400,57230,57190,,
RPO,RPO2201,GENE,rangipo,Hydro,Hydro,1999-03-01,22120,22110,22110,22120,22110,22110,22120,22110,22120,22120,22120,22110,22110,22100,22100,22100,22100,22100,22110,22100,22100,22090,22090,22100,22090,22090,22080,22080,22100,22080,22090,22080,22090,22090,22080,22090,22080,22090,22070,22100,22080,22080,22080,22090,22090,22110,22110,22110,,
SFD,SFD2201,CTCT,stratford,Gas,Thrml,1999-03-01,175290,175950,166100,165340,165320,137210,125090,125030,152320,164630,164750,164830,171990,173760,173530,173450,173160,173030,172660,172420,172300,172300,172050,171750,171810,171570,171450,171320,171270,171320,171210,171380,172550,172840,172610,172910,172900,173160,173570,173820,174000,174060,174370,174540,174670,174850,174850,174850,,
SWN,SWN2201,TRUS,southdown,Gas,Thrml,1999-03-01,63390,63480,63450,63470,63510,63400,63380,63460,63470,63460,63450,63470,63410,63350,63310,63410,63310,63340,63350,63290,63310,63240,63260,63190,63050,63040,62930,62970,63070,62840,62880,62690,62800,62640,62600,62690,62760,62690,62790,62920,62950,62910,62900,62930,62930,62810,62810,62830,,
TKA,TKA0111,MERI,tekapo_a,Hydro,Hydro,1999-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
TKB,TKB2201,MERI,tekapo_b,Hydro,Hydro,1999-03-01,66600,67420,66610,66830,66980,67050,66920,67200,67510,66760,66940,66700,66510,67710,66770,66310,68810,65690,66480,67430,66560,66670,67090,68260,66470,66620,66100,66010,66010,68400,67790,67990,67480,66040,66180,66180,68180,67190,66920,67330,66490,67110,66620,67550,66370,67520,66180,67280,,
TKU,TKU2201,GENE,tokaanu,Hydro,Hydro,1999-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,20500,28850,59010,58970,59120,59120,59230,59210,59090,59410,36740,29150,29170,29350,28060,0,0,27790,29660,56210,59560,58840,29780,29600,0,0,0,0,0,0,0,0,0,0,0,,
TMU,TMU1101,GENE,te_awamutu,Gas,Cogen,1999-03-01,12660,12650,12660,12690,12730,12700,12590,12530,12540,12520,12510,12540,11980,11580,18720,24020,24030,24010,24010,24020,24020,24010,24010,24010,24020,24010,24020,24070,24030,24710,25020,25000,25030,25050,25040,25040,25030,25020,25000,24990,25000,25000,25000,24850,22240,12440,12410,12380,,
